pdb_id,affinity_type,value,unit,link,experimental_pkd,comp_id,ref_seq_identity,source
2Q7J,IC50,11.0,nM,,7.959,TES,100.0,rcsb_bulk
2Q7J,EC50,1.899999976158142,nM,,8.721,TES,100.0,rcsb_bulk
2Q7L,Kd,0.4000000059604645,nM,,9.398,TES,99.0,rcsb_bulk
2Q7L,Ki,4.300000190734863,nM,,8.367,TES,99.0,rcsb_bulk
2Q7L,Ki,4.900000095367432,nM,,8.31,TES,99.0,rcsb_bulk
2Q7L,IC50,4.570000171661377,nM,,8.34,TES,99.0,rcsb_bulk
2Q7L,EC50,1.899999976158142,nM,,8.721,TES,99.0,rcsb_bulk
2Q7L,Ki,29.0,nM,,7.538,TES,99.0,rcsb_bulk
2Q7L,IC50,4.300000190734863,nM,,8.367,TES,99.0,rcsb_bulk
2Q7L,IC50,11.0,nM,,7.959,TES,99.0,rcsb_bulk
2Q7L,Ki,1.399999976158142,nM,,8.854,TES,99.0,rcsb_bulk
2Q7L,EC50,1.100000023841858,nM,,8.959,TES,99.0,rcsb_bulk
2Q7L,IC50,3.200000047683716,nM,,8.495,TES,99.0,rcsb_bulk
2Q7L,IC50,3090.300048828125,nM,,5.51,TES,99.0,rcsb_bulk
2Q7L,Ki,3.200000047683716,nM,,8.495,TES,99.0,rcsb_bulk
2Q7L,IC50,6.5,nM,,8.187,TES,99.0,rcsb_bulk
2Q7L,EC50,2.0,nM,,8.699,TES,99.0,rcsb_bulk
2Q7L,IC50,3.9000000953674316,nM,,8.409,TES,99.0,rcsb_bulk
2Q7L,IC50,4.699999809265137,nM,,8.328,TES,99.0,rcsb_bulk
2Q7L,IC50,30.0,nM,,7.523,TES,99.0,rcsb_bulk
2Q7L,EC50,3.1600000858306885,nM,,8.5,TES,99.0,rcsb_bulk
2Q7L,IC50,2.700000047683716,nM,,8.569,TES,99.0,rcsb_bulk
2Q7L,IC50,4.199999809265137,nM,,8.377,TES,99.0,rcsb_bulk
2QPY,Ki,0.20000000298023224,nM,,9.699,DHT,100.0,rcsb_bulk
2QPY,IC50,2.0999999046325684,nM,,8.678,DHT,100.0,rcsb_bulk
2QPY,Kd,0.25,nM,,9.602,DHT,100.0,rcsb_bulk
2QPY,Ki,0.28183799982070923,nM,,9.55,DHT,100.0,rcsb_bulk
2QPY,EC50,20.0,nM,,7.699,DHT,100.0,rcsb_bulk
2QPY,Ki,0.6899999976158142,nM,,9.161,DHT,100.0,rcsb_bulk
2QPY,IC50,3.0999999046325684,nM,,8.509,DHT,100.0,rcsb_bulk
2QPY,Ki,0.4300000071525574,nM,,9.367,DHT,100.0,rcsb_bulk
2QPY,EC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
2QPY,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
2QPY,IC50,18.0,nM,,7.745,DHT,100.0,rcsb_bulk
2QPY,IC50,18.5,nM,,7.733,DHT,100.0,rcsb_bulk
2QPY,EC50,0.9700000286102295,nM,,9.013,DHT,100.0,rcsb_bulk
2QPY,IC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
2QPY,EC50,2.799999952316284,nM,,8.553,DHT,100.0,rcsb_bulk
2QPY,Ki,0.8999999761581421,nM,,9.046,DHT,100.0,rcsb_bulk
2QPY,IC50,2.200000047683716,nM,,8.658,DHT,100.0,rcsb_bulk
2QPY,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
2QPY,EC50,6.0,nM,,8.222,DHT,100.0,rcsb_bulk
2QPY,IC50,13.0,nM,,7.886,DHT,100.0,rcsb_bulk
2QPY,EC50,0.10000000149011612,nM,,10.0,DHT,100.0,rcsb_bulk
2QPY,Ki,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
2QPY,EC50,3.9800000190734863,nM,,8.4,DHT,100.0,rcsb_bulk
2QPY,EC50,5.699999809265137,nM,,8.244,DHT,100.0,rcsb_bulk
2QPY,Ki,0.2800000011920929,nM,,9.553,DHT,100.0,rcsb_bulk
2QPY,EC50,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
2QPY,EC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
2QPY,EC50,0.18000000715255737,nM,,9.745,DHT,100.0,rcsb_bulk
2QPY,EC50,6.199999809265137,nM,,8.208,DHT,100.0,rcsb_bulk
2QPY,EC50,5.0,nM,,8.301,DHT,100.0,rcsb_bulk
2QPY,Ki,4.699999809265137,nM,,8.328,DHT,100.0,rcsb_bulk
2QPY,IC50,4.0,nM,,8.398,DHT,100.0,rcsb_bulk
2QPY,Ki,0.30000001192092896,nM,,9.523,DHT,100.0,rcsb_bulk
2QPY,EC50,0.14000000059604645,nM,,9.854,DHT,100.0,rcsb_bulk
2QPY,Ki,0.27000001072883606,nM,,9.569,DHT,100.0,rcsb_bulk
2QPY,IC50,1.8200000524520874,nM,,8.74,DHT,100.0,rcsb_bulk
2QPY,Ki,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
2QPY,IC50,34800.0,nM,,4.458,4HY,100.0,rcsb_bulk
2QPY,IC50,0.6700000166893005,nM,,9.174,DHT,100.0,rcsb_bulk
2QPY,IC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
2QPY,Ki,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
2QPY,EC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
2QPY,EC50,5.099999904632568,nM,,8.292,DHT,100.0,rcsb_bulk
2QPY,IC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
2QQG,IC50,91000.0,nM,,4.041,NCA,100.0,rcsb_bulk
2Q8E,IC50,85000.0,nM,,4.071,OGA,100.0,rcsb_bulk
2Q8E,IC50,250000.0,nM,,3.602,OGA,100.0,rcsb_bulk
2Q7K,IC50,4.570000171661377,nM,,8.34,TES,99.0,rcsb_bulk
2Q7K,EC50,1.100000023841858,nM,,8.959,TES,99.0,rcsb_bulk
2Q7K,EC50,1.899999976158142,nM,,8.721,TES,99.0,rcsb_bulk
2Q7K,Ki,4.300000190734863,nM,,8.367,TES,99.0,rcsb_bulk
2Q7K,Ki,4.900000095367432,nM,,8.31,TES,99.0,rcsb_bulk
2Q7K,Ki,29.0,nM,,7.538,TES,99.0,rcsb_bulk
2Q7K,IC50,4.300000190734863,nM,,8.367,TES,99.0,rcsb_bulk
2Q7K,IC50,11.0,nM,,7.959,TES,99.0,rcsb_bulk
2Q7K,Kd,0.4000000059604645,nM,,9.398,TES,99.0,rcsb_bulk
2Q7K,Ki,1.399999976158142,nM,,8.854,TES,99.0,rcsb_bulk
2Q7K,Ki,3.200000047683716,nM,,8.495,TES,99.0,rcsb_bulk
2Q7K,IC50,3.200000047683716,nM,,8.495,TES,99.0,rcsb_bulk
2Q7K,IC50,3.9000000953674316,nM,,8.409,TES,99.0,rcsb_bulk
2Q7K,EC50,2.0,nM,,8.699,TES,99.0,rcsb_bulk
2Q7K,IC50,2.700000047683716,nM,,8.569,TES,99.0,rcsb_bulk
2Q7K,IC50,6.5,nM,,8.187,TES,99.0,rcsb_bulk
2Q7K,IC50,3090.300048828125,nM,,5.51,TES,99.0,rcsb_bulk
2Q7K,IC50,4.699999809265137,nM,,8.328,TES,99.0,rcsb_bulk
2Q7K,EC50,3.1600000858306885,nM,,8.5,TES,99.0,rcsb_bulk
2Q7K,IC50,30.0,nM,,7.523,TES,99.0,rcsb_bulk
2Q7K,IC50,4.199999809265137,nM,,8.377,TES,99.0,rcsb_bulk
2Q7I,IC50,3.200000047683716,nM,,8.495,TES,100.0,rcsb_bulk
2Q7I,IC50,2.700000047683716,nM,,8.569,TES,100.0,rcsb_bulk
2Q7I,Ki,1.399999976158142,nM,,8.854,TES,100.0,rcsb_bulk
2Q7I,IC50,3090.300048828125,nM,,5.51,TES,100.0,rcsb_bulk
2Q7I,IC50,6.5,nM,,8.187,TES,100.0,rcsb_bulk
2Q7I,EC50,3.1600000858306885,nM,,8.5,TES,100.0,rcsb_bulk
2Q7I,Ki,3.200000047683716,nM,,8.495,TES,100.0,rcsb_bulk
2Q7I,Ki,4.300000190734863,nM,,8.367,TES,100.0,rcsb_bulk
2Q7I,Ki,4.900000095367432,nM,,8.31,TES,100.0,rcsb_bulk
2Q7I,IC50,4.300000190734863,nM,,8.367,TES,100.0,rcsb_bulk
2Q7I,Kd,0.4000000059604645,nM,,9.398,TES,100.0,rcsb_bulk
2Q7I,IC50,4.199999809265137,nM,,8.377,TES,100.0,rcsb_bulk
2Q7I,IC50,3.9000000953674316,nM,,8.409,TES,100.0,rcsb_bulk
2Q7I,IC50,30.0,nM,,7.523,TES,100.0,rcsb_bulk
2Q7I,EC50,1.100000023841858,nM,,8.959,TES,100.0,rcsb_bulk
2Q7I,Ki,29.0,nM,,7.538,TES,100.0,rcsb_bulk
2Q7I,IC50,4.699999809265137,nM,,8.328,TES,100.0,rcsb_bulk
2Q7I,IC50,4.570000171661377,nM,,8.34,TES,100.0,rcsb_bulk
2Q7I,EC50,2.0,nM,,8.699,TES,100.0,rcsb_bulk
2Q7I,IC50,11.0,nM,,7.959,TES,100.0,rcsb_bulk
2Q7I,EC50,1.899999976158142,nM,,8.721,TES,100.0,rcsb_bulk
2XUM,IC50,46000.0,nM,,4.337,OGA,99.0,rcsb_bulk
3AMA,IC50,100000.0,nM,,4.0,SKE,97.0,rcsb_bulk
3AMA,Kd,10000.0,nM,,5.0,SKE,91.0,rcsb_bulk
3AMA,Kd,10000.0,nM,,5.0,SKE,98.0,rcsb_bulk
3CD3,IC50,1.600000023841858,nM,,8.796,STU,99.0,rcsb_bulk
3CBL,IC50,1.600000023841858,nM,,8.796,STU,99.0,rcsb_bulk
3CS8,EC50,30.0,nM,,7.523,BRL,97.0,rcsb_bulk
3CY3,IC50,80.0,nM,,7.097,JN5,99.0,rcsb_bulk
3ET1,EC50,1150.0,nM,,5.939,ET1,100.0,rcsb_bulk
3ET1,EC50,980.0,nM,,6.009,ET1,100.0,rcsb_bulk
3FUR,EC50,4.0,nM,,8.398,Z12,100.0,rcsb_bulk
3FUR,EC50,170.0,nM,,6.77,Z12,100.0,rcsb_bulk
3FUR,Ki,10.0,nM,,8.0,Z12,100.0,rcsb_bulk
3FUR,EC50,150.0,nM,,6.824,Z12,100.0,rcsb_bulk
3FUR,EC50,100.0,nM,,7.0,Z12,100.0,rcsb_bulk
3FUR,IC50,18.0,nM,,7.745,Z12,100.0,rcsb_bulk
3FUR,IC50,17.0,nM,,7.77,Z12,100.0,rcsb_bulk
3FUR,EC50,59.0,nM,,7.229,Z12,100.0,rcsb_bulk
3FUR,EC50,500.0,nM,,6.301,Z12,100.0,rcsb_bulk
3I7Z,IC50,1100.0,nM,,5.959,VO4,100.0,rcsb_bulk
3I7Z,IC50,4580.0,nM,,5.339,VO4,100.0,rcsb_bulk
3I7Z,IC50,20100.0,nM,,4.697,VO4,100.0,rcsb_bulk
3I7Z,IC50,62.0,nM,,7.208,VO4,100.0,rcsb_bulk
3I7Z,IC50,15100.0,nM,,4.821,VO4,100.0,rcsb_bulk
3I7Z,IC50,15200.0,nM,,4.818,VO4,100.0,rcsb_bulk
3I7Z,IC50,4000.0,nM,,5.398,VO4,100.0,rcsb_bulk
3I7Z,IC50,25.389999389648438,nM,,7.595,VO4,100.0,rcsb_bulk
3I7Z,IC50,7830.0,nM,,5.106,VO4,100.0,rcsb_bulk
3I7Z,IC50,2000.0,nM,,5.699,VO4,100.0,rcsb_bulk
3I7Z,IC50,2010.0,nM,,5.697,VO4,100.0,rcsb_bulk
3I7Z,IC50,46.0,nM,,7.337,VO4,100.0,rcsb_bulk
3I7Z,IC50,2940.0,nM,,5.532,VO4,100.0,rcsb_bulk
3I7Z,IC50,3090.0,nM,,5.51,VO4,100.0,rcsb_bulk
3HQU,Kd,80.0,nM,,7.097,UN9,100.0,rcsb_bulk
3HQU,IC50,1400.0,nM,,5.854,UN9,100.0,rcsb_bulk
3HQU,IC50,300.0,nM,,6.523,UN9,100.0,rcsb_bulk
3HQU,IC50,640.0,nM,,6.194,UN9,100.0,rcsb_bulk
3HQU,IC50,424.0,nM,,6.373,UN9,100.0,rcsb_bulk
3HQU,EC50,79000.0,nM,,4.102,UN9,100.0,rcsb_bulk
3HQU,IC50,7500.0,nM,,5.125,UN9,100.0,rcsb_bulk
3HQU,IC50,30000.0,nM,,4.523,UN9,100.0,rcsb_bulk
3HQU,IC50,3900.0,nM,,5.409,UN9,100.0,rcsb_bulk
3HQU,IC50,70.0,nM,,7.155,UN9,100.0,rcsb_bulk
3HQU,IC50,73.0,nM,,7.137,UN9,100.0,rcsb_bulk
3HQR,IC50,8000.0,nM,,5.097,OGA,99.0,rcsb_bulk
3HQR,Kd,3400.0,nM,,5.469,OGA,99.0,rcsb_bulk
3HQR,IC50,26000.0,nM,,4.585,OGA,99.0,rcsb_bulk
3HQR,Kd,2000.0,nM,,5.699,OGA,99.0,rcsb_bulk
3HQR,IC50,6200.0,nM,,5.208,OGA,99.0,rcsb_bulk
3HQR,Kd,2800.0,nM,,5.553,OGA,99.0,rcsb_bulk
3HQR,IC50,5600.0,nM,,5.252,OGA,99.0,rcsb_bulk
3HQR,Ki,8000.0,nM,,5.097,OGA,99.0,rcsb_bulk
3HQR,IC50,20000.0,nM,,4.699,OGA,99.0,rcsb_bulk
3HQR,IC50,18500.0,nM,,4.733,OGA,99.0,rcsb_bulk
3HQR,Kd,3100.0,nM,,5.509,OGA,99.0,rcsb_bulk
3HQR,Kd,3000.0,nM,,5.523,OGA,99.0,rcsb_bulk
3HM1,EC50,0.699999988079071,nM,,9.155,J3Z,99.0,rcsb_bulk
3HM1,EC50,1.399999976158142,nM,,8.854,J3Z,99.0,rcsb_bulk
3HM1,EC50,50.0,nM,,7.301,J3Z,99.0,rcsb_bulk
3HM1,IC50,29.0,nM,,7.538,J3Z,99.0,rcsb_bulk
3HM1,IC50,480.0,nM,,6.319,J3Z,99.0,rcsb_bulk
3HM1,IC50,96.0,nM,,7.018,J3Z,99.0,rcsb_bulk
3HM1,EC50,166.0,nM,,6.78,J3Z,99.0,rcsb_bulk
3HM1,IC50,210.0,nM,,6.678,J3Z,99.0,rcsb_bulk
3HM1,EC50,2.4000000953674316,nM,,8.62,J3Z,99.0,rcsb_bulk
3HM1,EC50,7.0,nM,,8.155,J3Z,99.0,rcsb_bulk
3HM1,EC50,120.0,nM,,6.921,J3Z,99.0,rcsb_bulk
3KMZ,IC50,114.0,nM,,6.943,EQO,100.0,rcsb_bulk
3KMR,EC50,0.30000001192092896,nM,,9.523,EQN,100.0,rcsb_bulk
3KMR,EC50,2.0,nM,,8.699,EQN,100.0,rcsb_bulk
3KMR,EC50,9.0,nM,,8.046,EQN,87.0,rcsb_bulk
3KMR,IC50,41.0,nM,,7.387,EQN,100.0,rcsb_bulk
3KMR,EC50,19.950000762939453,nM,,7.7,EQN,87.0,rcsb_bulk
3KMR,EC50,50.0,nM,,7.301,EQN,87.0,rcsb_bulk
3KMR,Kd,1400.0,nM,,5.854,EQN,87.0,rcsb_bulk
3KMR,EC50,4.0,nM,,8.398,EQN,100.0,rcsb_bulk
3KMR,Kd,1361.0,nM,,5.866,EQN,87.0,rcsb_bulk
3KMR,EC50,79.43000030517578,nM,,7.1,EQN,100.0,rcsb_bulk
3KMR,EC50,8.600000381469727,nM,,8.066,EQN,87.0,rcsb_bulk
3KMR,EC50,50.119998931884766,nM,,7.3,EQN,87.0,rcsb_bulk
3KMR,Kd,36.0,nM,,7.444,EQN,100.0,rcsb_bulk
3KMR,EC50,20.0,nM,,7.699,EQN,87.0,rcsb_bulk
3IPS,IC50,32.0,nM,,7.495,O90,100.0,rcsb_bulk
3IPS,IC50,35.0,nM,,7.456,O90,100.0,rcsb_bulk
3IPS,EC50,35.0,nM,,7.456,O90,100.0,rcsb_bulk
3IPS,EC50,1790.0,nM,,5.747,O90,100.0,rcsb_bulk
3IPS,EC50,5900.0,nM,,5.229,O90,100.0,rcsb_bulk
3IPQ,EC50,125.0,nM,,6.903,965,100.0,rcsb_bulk
3IPQ,IC50,235.0,nM,,6.629,965,100.0,rcsb_bulk
3IPQ,EC50,660.0,nM,,6.18,965,100.0,rcsb_bulk
3IPQ,EC50,175.0,nM,,6.757,965,100.0,rcsb_bulk
3IPQ,EC50,200.0,nM,,6.699,965,100.0,rcsb_bulk
3IPQ,EC50,794.0,nM,,6.1,965,100.0,rcsb_bulk
3IPQ,Kd,6970.0,nM,,5.157,965,100.0,rcsb_bulk
3IPQ,EC50,280.0,nM,,6.553,965,100.0,rcsb_bulk
3IPQ,EC50,1128.0,nM,,5.948,965,100.0,rcsb_bulk
3IPQ,IC50,121.0,nM,,6.917,965,100.0,rcsb_bulk
3IPQ,EC50,80.0,nM,,7.097,965,100.0,rcsb_bulk
3IPQ,EC50,310.0,nM,,6.509,965,100.0,rcsb_bulk
3IPQ,EC50,0.4009999930858612,nM,,9.397,965,100.0,rcsb_bulk
3IPQ,EC50,1300.0,nM,,5.886,965,100.0,rcsb_bulk
3IPQ,IC50,100.0,nM,,7.0,965,100.0,rcsb_bulk
3IPQ,EC50,22.0,nM,,7.658,965,100.0,rcsb_bulk
3IPQ,EC50,367.0,nM,,6.435,965,100.0,rcsb_bulk
3IPQ,EC50,97.0,nM,,7.013,965,100.0,rcsb_bulk
3KV4,IC50,640000.0,nM,,3.194,OGA,100.0,rcsb_bulk
3L03,Ki,4.900000095367432,nM,,8.31,4OH,99.0,rcsb_bulk
3L0J,EC50,20.0,nM,,7.699,HC9,100.0,rcsb_bulk
3L3X,EC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
3L3X,EC50,6.199999809265137,nM,,8.208,DHT,100.0,rcsb_bulk
3L3X,EC50,5.0,nM,,8.301,DHT,100.0,rcsb_bulk
3L3X,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
3L3X,EC50,0.18000000715255737,nM,,9.745,DHT,100.0,rcsb_bulk
3L3X,EC50,6.0,nM,,8.222,DHT,100.0,rcsb_bulk
3L3X,EC50,5.699999809265137,nM,,8.244,DHT,100.0,rcsb_bulk
3L3X,EC50,3.9800000190734863,nM,,8.4,DHT,100.0,rcsb_bulk
3L3X,IC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
3L3X,EC50,2.799999952316284,nM,,8.553,DHT,100.0,rcsb_bulk
3L3X,Ki,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
3L3X,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
3L3X,Ki,0.30000001192092896,nM,,9.523,DHT,100.0,rcsb_bulk
3L3X,IC50,13.0,nM,,7.886,DHT,100.0,rcsb_bulk
3L3X,Kd,0.25,nM,,9.602,DHT,100.0,rcsb_bulk
3L3X,Ki,0.8999999761581421,nM,,9.046,DHT,100.0,rcsb_bulk
3L3X,Ki,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
3L3X,Ki,0.4300000071525574,nM,,9.367,DHT,100.0,rcsb_bulk
3L3X,IC50,1.8200000524520874,nM,,8.74,DHT,100.0,rcsb_bulk
3L3X,Ki,0.27000001072883606,nM,,9.569,DHT,100.0,rcsb_bulk
3L3X,IC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
3L3X,IC50,18.5,nM,,7.733,DHT,100.0,rcsb_bulk
3L3X,IC50,18.0,nM,,7.745,DHT,100.0,rcsb_bulk
3L3X,IC50,3.0999999046325684,nM,,8.509,DHT,100.0,rcsb_bulk
3L3X,EC50,0.9700000286102295,nM,,9.013,DHT,100.0,rcsb_bulk
3L3X,EC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
3L3X,EC50,5.099999904632568,nM,,8.292,DHT,100.0,rcsb_bulk
3L3X,EC50,20.0,nM,,7.699,DHT,100.0,rcsb_bulk
3L3X,Ki,0.28183799982070923,nM,,9.55,DHT,100.0,rcsb_bulk
3L3X,IC50,0.6700000166893005,nM,,9.174,DHT,100.0,rcsb_bulk
3L3X,IC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
3L3X,Ki,4.699999809265137,nM,,8.328,DHT,100.0,rcsb_bulk
3L3X,EC50,0.10000000149011612,nM,,10.0,DHT,100.0,rcsb_bulk
3L3X,EC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
3L3X,IC50,2.200000047683716,nM,,8.658,DHT,100.0,rcsb_bulk
3L3X,EC50,0.14000000059604645,nM,,9.854,DHT,100.0,rcsb_bulk
3L3X,Ki,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
3L3X,IC50,2.0999999046325684,nM,,8.678,DHT,100.0,rcsb_bulk
3L3X,Ki,0.2800000011920929,nM,,9.553,DHT,100.0,rcsb_bulk
3L3X,EC50,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
3L3X,Ki,0.20000000298023224,nM,,9.699,DHT,100.0,rcsb_bulk
3L3X,Ki,0.6899999976158142,nM,,9.161,DHT,100.0,rcsb_bulk
3L3X,IC50,4.0,nM,,8.398,DHT,100.0,rcsb_bulk
3L3Z,EC50,6.199999809265137,nM,,8.208,DHT,100.0,rcsb_bulk
3L3Z,EC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
3L3Z,EC50,5.699999809265137,nM,,8.244,DHT,100.0,rcsb_bulk
3L3Z,EC50,0.18000000715255737,nM,,9.745,DHT,100.0,rcsb_bulk
3L3Z,EC50,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
3L3Z,Ki,0.2800000011920929,nM,,9.553,DHT,100.0,rcsb_bulk
3L3Z,EC50,3.9800000190734863,nM,,8.4,DHT,100.0,rcsb_bulk
3L3Z,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
3L3Z,EC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
3L3Z,IC50,0.05000000074505806,nM,,10.301,DHT,100.0,rcsb_bulk
3L3Z,Ki,0.27000001072883606,nM,,9.569,DHT,100.0,rcsb_bulk
3L3Z,IC50,13.0,nM,,7.886,DHT,100.0,rcsb_bulk
3L3Z,EC50,2.799999952316284,nM,,8.553,DHT,100.0,rcsb_bulk
3L3Z,IC50,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
3L3Z,Ki,0.8999999761581421,nM,,9.046,DHT,100.0,rcsb_bulk
3L3Z,Ki,3.0,nM,,8.523,DHT,100.0,rcsb_bulk
3L3Z,Ki,0.30000001192092896,nM,,9.523,DHT,100.0,rcsb_bulk
3L3Z,IC50,18.0,nM,,7.745,DHT,100.0,rcsb_bulk
3L3Z,Ki,0.4300000071525574,nM,,9.367,DHT,100.0,rcsb_bulk
3L3Z,IC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
3L3Z,EC50,20.0,nM,,7.699,DHT,100.0,rcsb_bulk
3L3Z,EC50,0.9700000286102295,nM,,9.013,DHT,100.0,rcsb_bulk
3L3Z,Ki,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
3L3Z,IC50,1.8200000524520874,nM,,8.74,DHT,100.0,rcsb_bulk
3L3Z,EC50,1.0,nM,,9.0,DHT,100.0,rcsb_bulk
3L3Z,IC50,18.5,nM,,7.733,DHT,100.0,rcsb_bulk
3L3Z,EC50,5.099999904632568,nM,,8.292,DHT,100.0,rcsb_bulk
3L3Z,Ki,0.20000000298023224,nM,,9.699,DHT,100.0,rcsb_bulk
3L3Z,Ki,0.28183799982070923,nM,,9.55,DHT,100.0,rcsb_bulk
3L3Z,IC50,2.0999999046325684,nM,,8.678,DHT,100.0,rcsb_bulk
3L3Z,Kd,0.25,nM,,9.602,DHT,100.0,rcsb_bulk
3L3Z,IC50,0.6700000166893005,nM,,9.174,DHT,100.0,rcsb_bulk
3L3Z,IC50,2.0,nM,,8.699,DHT,100.0,rcsb_bulk
3L3Z,Ki,10.0,nM,,8.0,DHT,100.0,rcsb_bulk
3L3Z,EC50,0.10000000149011612,nM,,10.0,DHT,100.0,rcsb_bulk
3L3Z,EC50,6.0,nM,,8.222,DHT,100.0,rcsb_bulk
3L3Z,IC50,2.200000047683716,nM,,8.658,DHT,100.0,rcsb_bulk
3L3Z,EC50,0.14000000059604645,nM,,9.854,DHT,100.0,rcsb_bulk
3L3Z,Ki,0.6899999976158142,nM,,9.161,DHT,100.0,rcsb_bulk
3L3Z,IC50,4.0,nM,,8.398,DHT,100.0,rcsb_bulk
3L3Z,EC50,5.0,nM,,8.301,DHT,100.0,rcsb_bulk
3L3Z,IC50,3.0999999046325684,nM,,8.509,DHT,100.0,rcsb_bulk
3L3Z,Ki,4.699999809265137,nM,,8.328,DHT,100.0,rcsb_bulk
3MA3,IC50,60.0,nM,,7.222,01I,99.0,rcsb_bulk
3OAP,EC50,110.0,nM,,6.959,9CR,99.0,rcsb_bulk
3OAP,EC50,2.5999999046325684,nM,,8.585,9CR,89.0,rcsb_bulk
3OAP,Kd,240.0,nM,,6.62,9CR,100.0,rcsb_bulk
3OAP,EC50,29.0,nM,,7.538,9CR,89.0,rcsb_bulk
3OAP,EC50,26.0,nM,,7.585,9CR,100.0,rcsb_bulk
3OAP,EC50,200.0,nM,,6.699,9CR,99.0,rcsb_bulk
3OAP,Kd,1.5,nM,,8.824,9CR,100.0,rcsb_bulk
3OAP,Ki,8.0,nM,,8.097,9CR,100.0,rcsb_bulk
3OAP,EC50,120.0,nM,,6.921,9CR,99.0,rcsb_bulk
3OAP,Ki,7.400000095367432,nM,,8.131,9CR,89.0,rcsb_bulk
3OAP,Kd,30.0,nM,,7.523,9CR,89.0,rcsb_bulk
3OAP,EC50,170.0,nM,,6.77,9CR,100.0,rcsb_bulk
3OAP,EC50,4.5,nM,,8.347,9CR,89.0,rcsb_bulk
3OAP,Ki,9.0,nM,,8.046,9CR,89.0,rcsb_bulk
3OAP,Kd,3.0,nM,,8.523,9CR,100.0,rcsb_bulk
3OAP,EC50,120.0,nM,,6.921,9CR,100.0,rcsb_bulk
3OAP,Kd,4.0,nM,,8.398,9CR,88.0,rcsb_bulk
3OAP,Ki,11.0,nM,,7.959,9CR,89.0,rcsb_bulk
3OAP,EC50,100.0,nM,,7.0,9CR,100.0,rcsb_bulk
3OAP,IC50,29.0,nM,,7.538,9CR,100.0,rcsb_bulk
3OAP,EC50,6.0,nM,,8.222,9CR,89.0,rcsb_bulk
3OAP,Kd,35.0,nM,,7.456,9CR,89.0,rcsb_bulk
3OAP,Kd,8.0,nM,,8.097,9CR,100.0,rcsb_bulk
3OAP,Kd,15.0,nM,,7.824,9CR,89.0,rcsb_bulk
3OAP,Kd,9.0,nM,,8.046,9CR,100.0,rcsb_bulk
3OAP,Kd,14.0,nM,,7.854,9CR,89.0,rcsb_bulk
3OAP,EC50,1.5,nM,,8.824,9CR,100.0,rcsb_bulk
3OAP,EC50,124.0,nM,,6.907,9CR,88.0,rcsb_bulk
3OAP,Kd,1810.0,nM,,5.742,9CR,100.0,rcsb_bulk
3OAP,Kd,12.0,nM,,7.921,9CR,89.0,rcsb_bulk
3OAP,EC50,316.0,nM,,6.5,9CR,100.0,rcsb_bulk
3OAP,Ki,583.0,nM,,6.234,9CR,100.0,rcsb_bulk
3OAP,Kd,1560.0,nM,,5.807,9CR,100.0,rcsb_bulk
3OAP,EC50,250.0,nM,,6.602,9CR,100.0,rcsb_bulk
3OAP,Ki,478.0,nM,,6.321,9CR,100.0,rcsb_bulk
3OAP,EC50,195.0,nM,,6.71,9CR,100.0,rcsb_bulk
3OAP,Kd,16.0,nM,,7.796,9CR,89.0,rcsb_bulk
3OAP,Ki,27.0,nM,,7.569,9CR,89.0,rcsb_bulk
3OAP,Kd,16.0,nM,,7.796,9CR,100.0,rcsb_bulk
3OAP,Kd,14.0,nM,,7.854,9CR,100.0,rcsb_bulk
3OAP,Kd,32.0,nM,,7.495,9CR,99.0,rcsb_bulk
